Vin, Vout, TC, Iin, Iout
+4.50566630E+01, +4.99919840E+00, +3.24070000E+01, +1.26874100E-02, +8.85802800E-02
+4.50562720E+01, +4.99799700E+00, +3.25450000E+01, +1.28222300E-02, +8.95645900E-02
+4.50534000E+01, +4.99833650E+00, +3.26520000E+01, +1.29662100E-02, +9.06025700E-02
+4.50531390E+01, +4.99814060E+00, +3.27880000E+01, +1.31128100E-02, +9.16183000E-02
+4.50544440E+01, +4.99776200E+00, +3.29360000E+01, +1.32554800E-02, +9.26575800E-02
+4.50552280E+01, +4.99769670E+00, +3.30790000E+01, +1.33994600E-02, +9.36445100E-02
+4.50545750E+01, +4.99712210E+00, +3.32310000E+01, +1.35421400E-02, +9.46733300E-02
+4.50550970E+01, +4.99665200E+00, +3.33530000E+01, +1.36952800E-02, +9.57243900E-02
+4.50545750E+01, +4.99627330E+00, +3.35050000E+01, +1.38405700E-02, +9.67584400E-02
+4.50562720E+01, +4.99602520E+00, +3.36410000E+01, +1.39832400E-02, +9.77558400E-02
+4.50557500E+01, +4.99597300E+00, +3.37730000E+01, +1.41219900E-02, +9.87912000E-02
+4.50545750E+01, +4.99556820E+00, +3.39120000E+01, +1.42725200E-02, +9.98318000E-02
+4.50554890E+01, +4.99546370E+00, +3.40670000E+01, +1.44217300E-02, +1.00858000E-01
+4.50541830E+01, +4.99428850E+00, +3.41840000E+01, +1.45657200E-02, +1.01907750E-01
+4.50539220E+01, +4.99441910E+00, +3.43520000E+01, +1.47123200E-02, +1.02911700E-01
+4.50539220E+01, +4.99430160E+00, +3.44810000E+01, +1.48536800E-02, +1.03954910E-01
+4.50548360E+01, +4.99414490E+00, +3.46070000E+01, +1.49989700E-02, +1.04977200E-01
+4.50547050E+01, +4.99393590E+00, +3.47490000E+01, +1.51455700E-02, +1.06021720E-01
+4.50558800E+01, +4.99343970E+00, +3.48690000E+01, +1.52790800E-02, +1.07006040E-01
+4.50541830E+01, +4.99325690E+00, +3.50180000E+01, +1.54361500E-02, +1.08053180E-01
+4.50537920E+01, +4.99004460E+00, +3.51390000E+01, +1.55683500E-02, +1.09088540E-01
+4.50556190E+01, +4.99171600E+00, +3.52990000E+01, +1.57228100E-02, +1.10123900E-01
+4.50550970E+01, +4.99146790E+00, +3.54360000E+01, +1.58667900E-02, +1.11161870E-01
+4.50550970E+01, +4.99153320E+00, +3.55740000E+01, +1.59963700E-02, +1.12137020E-01
+4.50549670E+01, +4.99090640E+00, +3.56820000E+01, +1.61416600E-02, +1.13171070E-01
+4.50526170E+01, +4.99080200E+00, +3.58390000E+01, +1.62935000E-02, +1.14214290E-01
+4.50534000E+01, +4.99069750E+00, +3.59630000E+01, +1.64466400E-02, +1.15249650E-01
+4.50536610E+01, +4.99068440E+00, +3.61230000E+01, +1.65945500E-02, +1.16249670E-01
+4.50537920E+01, +4.98875180E+00, +3.62570000E+01, +1.67189000E-02, +1.17291580E-01
+4.50532700E+01, +4.98975730E+00, +3.63950000E+01, +1.68799000E-02, +1.18324320E-01
+4.50539220E+01, +4.98965290E+00, +3.65290000E+01, +1.70317300E-02, +1.19341350E-01
+4.50535310E+01, +4.98933950E+00, +3.66820000E+01, +1.71639300E-02, +1.20363620E-01
+4.50534000E+01, +4.98943090E+00, +3.68350000E+01, +1.73157700E-02, +1.21384590E-01
+4.50537920E+01, +4.98901300E+00, +3.69730000E+01, +1.74584400E-02, +1.22425180E-01
+4.50543140E+01, +4.98872570E+00, +3.71260000E+01, +1.76063500E-02, +1.23463160E-01
+4.50545750E+01, +4.98885630E+00, +3.72790000E+01, +1.77516400E-02, +1.24491970E-01
+4.50492230E+01, +4.98918280E+00, +3.74230000E+01, +1.78956200E-02, +1.25493300E-01
+4.50514420E+01, +4.99065830E+00, +3.75600000E+01, +1.80500700E-02, +1.26536540E-01
+4.50507900E+01, +4.98608800E+00, +3.77140000E+01, +1.81835800E-02, +1.27574520E-01
+4.50503980E+01, +4.98790310E+00, +3.78570000E+01, +1.83419600E-02, +1.28605950E-01
+4.50506590E+01, +4.98834700E+00, +3.80390000E+01, +1.84911800E-02, +1.29607280E-01
+4.50514420E+01, +4.98867350E+00, +3.81930000E+01, +1.86469400E-02, +1.30650500E-01
+4.50514420E+01, +4.98890850E+00, +3.83780000E+01, +1.87883100E-02, +1.31689780E-01
+4.50518340E+01, +4.98899990E+00, +3.84930000E+01, +1.89257400E-02, +1.32697650E-01
+4.50520950E+01, +4.99044940E+00, +3.87230000E+01, +1.91011400E-02, +1.33734320E-01
+4.50519640E+01, +4.99054080E+00, +3.88990000E+01, +1.92529800E-02, +1.34734340E-01
+4.50528780E+01, +4.99020130E+00, +3.90330000E+01, +1.93956500E-02, +1.35768390E-01
+4.50523560E+01, +4.98913050E+00, +3.91250000E+01, +1.95186900E-02, +1.36809010E-01
+4.50528780E+01, +4.98815120E+00, +3.91890000E+01, +1.96495800E-02, +1.37829970E-01
+4.50519640E+01, +4.98641440E+00, +3.92530000E+01, +1.97700000E-02, +1.38835220E-01
+4.50524870E+01, +4.98843840E+00, +3.94610000E+01, +1.99296900E-02, +1.39865350E-01
+4.50519640E+01, +4.98901300E+00, +3.96720000E+01, +2.00933100E-02, +1.40917720E-01
+4.50535310E+01, +4.98980960E+00, +3.98860000E+01, +2.02529900E-02, +1.41945230E-01
+4.50522260E+01, +4.99052780E+00, +4.01320000E+01, +2.04061400E-02, +1.42936080E-01
+4.50530090E+01, +4.98803360E+00, +4.03580000E+01, +2.05632100E-02, +1.43988460E-01
+4.50509200E+01, +4.98873880E+00, +4.05280000E+01, +2.07071900E-02, +1.45019890E-01
+4.50506590E+01, +4.98717180E+00, +4.06520000E+01, +2.08446300E-02, +1.46060490E-01
+4.50510510E+01, +4.98708040E+00, +4.07510000E+01, +2.09781600E-02, +1.47110260E-01
+4.50513120E+01, +4.98736770E+00, +4.08570000E+01, +2.11182100E-02, +1.48089330E-01
+4.50518340E+01, +4.98822950E+00, +4.09810000E+01, +2.12779000E-02, +1.49129930E-01
+4.50518340E+01, +4.98813810E+00, +4.11890000E+01, +2.14258100E-02, +1.50160050E-01
+4.50524870E+01, +4.98800750E+00, +4.13480000E+01, +2.15724100E-02, +1.51198030E-01
+4.50526170E+01, +4.98779860E+00, +4.14890000E+01, +2.17072300E-02, +1.52201970E-01
+4.50520950E+01, +4.98847760E+00, +4.16450000E+01, +2.18551400E-02, +1.53222930E-01
+4.50522260E+01, +4.98846460E+00, +4.18150000E+01, +2.20095900E-02, +1.54259600E-01
+4.50543140E+01, +4.98915660E+00, +4.19940000E+01, +2.21745200E-02, +1.55280560E-01
+4.50531390E+01, +4.98500420E+00, +4.21340000E+01, +2.22923200E-02, +1.56325090E-01
+4.50494850E+01, +4.98461240E+00, +4.22590000E+01, +2.24310700E-02, +1.57336910E-01
+4.50510510E+01, +4.98572240E+00, +4.24250000E+01, +2.25855200E-02, +1.58357870E-01
+4.50517030E+01, +4.98617940E+00, +4.26130000E+01, +2.27399700E-02, +1.59395840E-01
+4.50511810E+01, +4.98619250E+00, +4.27350000E+01, +2.28891900E-02, +1.60432510E-01
+4.50515730E+01, +4.98563100E+00, +4.28880000E+01, +2.30200800E-02, +1.61445620E-01
+4.50526170E+01, +4.98582680E+00, +4.30570000E+01, +2.31810800E-02, +1.62473130E-01
+4.50520950E+01, +4.98486050E+00, +4.32040000E+01, +2.33132800E-02, +1.63483620E-01
+4.50514420E+01, +4.98484750E+00, +4.33510000E+01, +2.34716600E-02, +1.64520280E-01
+4.50517030E+01, +4.98484750E+00, +4.35170000E+01, +2.36169500E-02, +1.65517690E-01
+4.50522260E+01, +4.98500420E+00, +4.36770000E+01, +2.37622400E-02, +1.66560900E-01
+4.50526170E+01, +4.98536980E+00, +4.38560000E+01, +2.39140800E-02, +1.67588400E-01
+4.50510510E+01, +4.98594430E+00, +4.40060000E+01, +2.40632900E-02, +1.68640790E-01
+4.50488320E+01, +4.98692370E+00, +4.41370000E+01, +2.42190600E-02, +1.69673530E-01
+4.50488320E+01, +4.98163520E+00, +4.42800000E+01, +2.43290100E-02, +1.70661770E-01
+4.50494850E+01, +4.98262760E+00, +4.44370000E+01, +2.44834600E-02, +1.71695820E-01
+4.50510510E+01, +4.98375060E+00, +4.46290000E+01, +2.46431500E-02, +1.72737730E-01
+4.50500070E+01, +4.98453410E+00, +4.48300000E+01, +2.47949800E-02, +1.73758690E-01
+4.50501370E+01, +4.98448180E+00, +4.49860000E+01, +2.49350400E-02, +1.74756090E-01
+4.50505290E+01, +4.98471690E+00, +4.51750000E+01, +2.50842600E-02, +1.75797990E-01
+4.50509200E+01, +4.98472990E+00, +4.53600000E+01, +2.52426400E-02, +1.76824190E-01
+4.50506590E+01, +4.98420760E+00, +4.55710000E+01, +2.53970900E-02, +1.77872640E-01
+4.50505290E+01, +4.98470380E+00, +4.57210000E+01, +2.55332200E-02, +1.78863520E-01
+4.50518340E+01, +4.98480830E+00, +4.59060000E+01, +2.56850500E-02, +1.79918520E-01
+4.50518340E+01, +4.98439040E+00, +4.60910000E+01, +2.58382000E-02, +1.80938170E-01
+4.50494850E+01, +4.98444270E+00, +4.62640000E+01, +2.59834900E-02, +1.81977460E-01
+4.50493540E+01, +4.98409010E+00, +4.64650000E+01, +2.61444900E-02, +1.83020670E-01
+4.50487010E+01, +4.98372450E+00, +4.66460000E+01, +2.62963200E-02, +1.84015450E-01
+4.50500070E+01, +4.98043380E+00, +4.68250000E+01, +2.64259000E-02, +1.85049500E-01
+4.50492230E+01, +4.98254920E+00, +4.69270000E+01, +2.65738100E-02, +1.86092720E-01
+4.50501370E+01, +4.98420760E+00, +4.69400000E+01, +2.67007800E-02, +1.87138550E-01
+4.50498760E+01, +4.98486050E+00, +4.71040000E+01, +2.68447600E-02, +1.88126780E-01
+4.50511810E+01, +4.98469080E+00, +4.73180000E+01, +2.70096800E-02, +1.89158230E-01
+4.50502680E+01, +4.98436430E+00, +4.75000000E+01, +2.71693700E-02, +1.90205370E-01
+4.50505290E+01, +4.98445570E+00, +4.76940000E+01, +2.73133600E-02, +1.91235490E-01
+4.50506590E+01, +4.98397260E+00, +4.78690000E+01, +2.74665000E-02, +1.92277400E-01
+4.50485710E+01, +4.98371140E+00, +4.80810000E+01, +2.76157200E-02, +1.93274800E-01
+4.50492230E+01, +4.98390730E+00, +4.81920000E+01, +2.77557700E-02, +1.94293140E-01
+4.50500070E+01, +4.98388120E+00, +4.84210000E+01, +2.79010600E-02, +1.95324570E-01
+4.50485710E+01, +4.98363310E+00, +4.86010000E+01, +2.80555200E-02, +1.96379570E-01
+4.50492230E+01, +4.98394650E+00, +4.87310000E+01, +2.82034200E-02, +1.97362570E-01
+4.50498760E+01, +4.98386810E+00, +4.88370000E+01, +2.83526400E-02, +1.98401850E-01
+4.50490930E+01, +4.98403790E+00, +4.90370000E+01, +2.85044800E-02, +1.99433320E-01
+4.50494850E+01, +4.98405090E+00, +4.92360000E+01, +2.86615500E-02, +2.00473910E-01
+4.50501370E+01, +4.98235340E+00, +4.93910000E+01, +2.87872000E-02, +2.01458220E-01
+4.50500070E+01, +4.98287570E+00, +4.95380000E+01, +2.89403500E-02, +2.02502750E-01
+4.50501370E+01, +4.98307160E+00, +4.97110000E+01, +2.90790900E-02, +2.03535490E-01
+4.50500070E+01, +4.98308460E+00, +4.99290000E+01, +2.92374700E-02, +2.04573470E-01
+4.50466130E+01, +4.98321520E+00, +5.00550000E+01, +2.93866900E-02, +2.05611440E-01
+4.50476570E+01, +4.98287570E+00, +5.02740000E+01, +2.95280600E-02, +2.06616700E-01
+4.50475270E+01, +4.98218360E+00, +5.04530000E+01, +2.96851300E-02, +2.07648130E-01
+4.50487010E+01, +4.98231420E+00, +5.06580000E+01, +2.98330400E-02, +2.08684800E-01
+4.50488320E+01, +4.98235340E+00, +5.08720000E+01, +2.99914200E-02, +2.09734570E-01
+4.50480490E+01, +4.98204000E+00, +5.10700000E+01, +3.01275400E-02, +2.10709720E-01
+4.50496150E+01, +4.98180490E+00, +5.12910000E+01, +3.02728300E-02, +2.11752930E-01
+4.50497460E+01, +4.98185720E+00, +5.14770000E+01, +3.04338300E-02, +2.12793520E-01
+4.50493540E+01, +4.97987230E+00, +5.16300000E+01, +3.05660300E-02, +2.13804010E-01
+4.50494850E+01, +4.98146540E+00, +5.17830000E+01, +3.07191800E-02, +2.14847230E-01
+4.50506590E+01, +4.98132180E+00, +5.19450000E+01, +3.08657800E-02, +2.15860330E-01
+4.50510510E+01, +4.98142620E+00, +5.20970000E+01, +3.10123800E-02, +2.16906170E-01
+4.50468740E+01, +4.98121730E+00, +5.22200000E+01, +3.11707600E-02, +2.17938910E-01
+4.50479180E+01, +4.98085170E+00, +5.24560000E+01, +3.13225900E-02, +2.18965100E-01
+4.50476570E+01, +4.98078640E+00, +5.26010000E+01, +3.14613400E-02, +2.19976900E-01
+4.50490930E+01, +4.98052520E+00, +5.27850000E+01, +3.16092500E-02, +2.20991360E-01
+4.50498760E+01, +4.98034240E+00, +5.29900000E+01, +3.17676300E-02, +2.22039810E-01
+4.50481790E+01, +4.97961120E+00, +5.31980000E+01, +3.19286200E-02, +2.23073860E-01
+4.50480490E+01, +4.97745660E+00, +5.34000000E+01, +3.20490500E-02, +2.24046390E-01
+4.50487010E+01, +4.97885380E+00, +5.35320000E+01, +3.21982600E-02, +2.25110550E-01
+4.50502680E+01, +4.97961120E+00, +5.36860000E+01, +3.23448600E-02, +2.26136740E-01
+4.50490930E+01, +4.98015960E+00, +5.38490000E+01, +3.24862300E-02, +2.27187810E-01
+4.50494850E+01, +4.98053830E+00, +5.40470000E+01, +3.26472200E-02, +2.28229710E-01
+4.50503980E+01, +4.97985930E+00, +5.42340000E+01, +3.27912100E-02, +2.29202250E-01
+4.50473960E+01, +4.98001600E+00, +5.44210000E+01, +3.29430400E-02, +2.30258550E-01
+4.50470050E+01, +4.97985930E+00, +5.46130000E+01, +3.30922600E-02, +2.31289990E-01
+4.50472660E+01, +4.97982010E+00, +5.48860000E+01, +3.32440900E-02, +2.32324040E-01
+4.50475270E+01, +4.97711700E+00, +5.51440000E+01, +3.33946200E-02, +2.33321440E-01
+4.50489620E+01, +4.97965030E+00, +5.52950000E+01, +3.35228900E-02, +2.34331930E-01
+4.50484400E+01, +4.97996370E+00, +5.54640000E+01, +3.36799700E-02, +2.35369910E-01
+4.50484400E+01, +4.98004210E+00, +5.56050000E+01, +3.38278700E-02, +2.36419670E-01
+4.50477880E+01, +4.97998980E+00, +5.57670000E+01, +3.39718600E-02, +2.37458950E-01
+4.50487010E+01, +4.98000290E+00, +5.59710000E+01, +3.41210700E-02, +2.38445880E-01
+4.50479180E+01, +4.98023790E+00, +5.61160000E+01, +3.42689800E-02, +2.39478620E-01
+4.50488320E+01, +4.98034240E+00, +5.62970000E+01, +3.44234300E-02, +2.40523150E-01
+4.50487010E+01, +4.98102140E+00, +5.64850000E+01, +3.45739600E-02, +2.41557210E-01
+4.50466130E+01, +4.98036850E+00, +5.66050000E+01, +3.47114000E-02, +2.42558540E-01
+4.50462210E+01, +4.98031630E+00, +5.68410000E+01, +3.48527600E-02, +2.43600440E-01
+4.50473960E+01, +4.98013350E+00, +5.69870000E+01, +3.50137600E-02, +2.44639730E-01
+4.50462210E+01, +4.98025100E+00, +5.71760000E+01, +3.51629800E-02, +2.45672470E-01
+4.50468740E+01, +4.98049910E+00, +5.73410000E+01, +3.53056500E-02, +2.46667250E-01
+4.50476570E+01, +4.98081250E+00, +5.75530000E+01, +3.54601000E-02, +2.47701300E-01
+4.50477880E+01, +4.98083860E+00, +5.77360000E+01, +3.56145600E-02, +2.48730120E-01
+4.50477880E+01, +4.97974170E+00, +5.79230000E+01, +3.57611600E-02, +2.49775950E-01
+4.50473960E+01, +4.98072110E+00, +5.81330000E+01, +3.59182300E-02, +2.50807380E-01
+4.50479180E+01, +4.98099530E+00, +5.83570000E+01, +3.60635200E-02, +2.51808740E-01
+4.50483100E+01, +4.98103450E+00, +5.85470000E+01, +3.62114300E-02, +2.52837550E-01
+4.50455690E+01, +4.98124340E+00, +5.87620000E+01, +3.63829000E-02, +2.53871600E-01
+4.50463520E+01, +4.98102140E+00, +5.89810000E+01, +3.65268800E-02, +2.54901730E-01
+4.50463520E+01, +4.97997680E+00, +5.91960000E+01, +3.66669300E-02, +2.55897820E-01
+4.50456990E+01, +4.97987230E+00, +5.93100000E+01, +3.68056800E-02, +2.56929250E-01
+4.50459600E+01, +4.98095610E+00, +5.95310000E+01, +3.69653700E-02, +2.57967230E-01
+4.50466130E+01, +4.98072110E+00, +5.97090000E+01, +3.71263600E-02, +2.59015680E-01
+4.50472660E+01, +4.98106060E+00, +5.99000000E+01, +3.72703500E-02, +2.60035330E-01
+4.50475270E+01, +4.98057750E+00, +6.00360000E+01, +3.74248000E-02, +2.61039280E-01
+4.50471350E+01, +4.97945450E+00, +6.02770000E+01, +3.75727100E-02, +2.62092960E-01
+4.50466130E+01, +4.98083860E+00, +6.04560000E+01, +3.77075300E-02, +2.63110000E-01
+4.50476570E+01, +4.98124340E+00, +6.06170000E+01, +3.78698300E-02, +2.64146670E-01
+4.50492230E+01, +4.98138710E+00, +6.08470000E+01, +3.80256000E-02, +2.65161090E-01
+4.50450470E+01, +4.98086470E+00, +6.10670000E+01, +3.81761200E-02, +2.66195140E-01
+4.50455690E+01, +4.98052520E+00, +6.12300000E+01, +3.83410500E-02, +2.67237040E-01
+4.50464820E+01, +4.98032930E+00, +6.14220000E+01, +3.84811000E-02, +2.68277640E-01
+4.50467440E+01, +4.98085170E+00, +6.15850000E+01, +3.86381700E-02, +2.69275040E-01
+4.50471350E+01, +4.98068190E+00, +6.18150000E+01, +3.87769200E-02, +2.70297310E-01
+4.50458300E+01, +4.98042080E+00, +6.19790000E+01, +3.89300600E-02, +2.71330050E-01
+4.50468740E+01, +4.97995070E+00, +6.21840000E+01, +3.90871300E-02, +2.72386350E-01
+4.50472660E+01, +4.98051220E+00, +6.23640000E+01, +3.92442100E-02, +2.73430910E-01
+4.50475270E+01, +4.98002900E+00, +6.25530000E+01, +3.93842600E-02, +2.74423070E-01
+4.50477880E+01, +4.97991150E+00, +6.27510000E+01, +3.95269300E-02, +2.75419160E-01
+4.50470050E+01, +4.97972870E+00, +6.29900000E+01, +3.96853100E-02, +2.76463690E-01
+4.50477880E+01, +4.97958500E+00, +6.31790000E+01, +3.98332200E-02, +2.77496430E-01
+4.50463520E+01, +4.97995070E+00, +6.34090000E+01, +3.99811300E-02, +2.78512150E-01
+4.50454380E+01, +4.97978090E+00, +6.35440000E+01, +4.01329700E-02, +2.79539660E-01
+4.50451770E+01, +4.97914110E+00, +6.37710000E+01, +4.02769500E-02, +2.80581560E-01
+4.50449160E+01, +4.98002900E+00, +6.40320000E+01, +4.04458000E-02, +2.81615610E-01
+4.50458300E+01, +4.97967640E+00, +6.41610000E+01, +4.05924000E-02, +2.82652280E-01
+4.50463520E+01, +4.97940220E+00, +6.44040000E+01, +4.07390000E-02, +2.83649700E-01
