Vin, Vout, Iin, Iout
+4.00345000E+01, +4.91405910E+00, +5.51843200E-02, +3.53576530E-01
+4.00348920E+01, +4.91412440E+00, +5.53335400E-02, +3.54611890E-01
+4.00356750E+01, +4.91412440E+00, +5.54840700E-02, +3.55648550E-01
+4.00359360E+01, +4.91416360E+00, +5.56306700E-02, +3.56707500E-01
+4.00359360E+01, +4.91413750E+00, +5.57877400E-02, +3.57714070E-01
+4.00360670E+01, +4.91438560E+00, +5.59277900E-02, +3.58763830E-01
+4.00359360E+01, +4.91426800E+00, +5.60783200E-02, +3.59817510E-01
+4.00361970E+01, +4.91421580E+00, +5.62314600E-02, +3.60854180E-01
+4.00341090E+01, +4.91452920E+00, +5.63846100E-02, +3.61915720E-01
+4.00337170E+01, +4.91445090E+00, +5.65312100E-02, +3.62920970E-01
+4.00337170E+01, +4.91459450E+00, +5.66935100E-02, +3.63974660E-01
+4.00339780E+01, +4.91458140E+00, +5.68361900E-02, +3.65012630E-01
+4.00348920E+01, +4.91456840E+00, +5.69867100E-02, +3.66054540E-01
+4.00343700E+01, +4.91476430E+00, +5.71385500E-02, +3.67068970E-01
+4.00341090E+01, +4.91497320E+00, +5.72916900E-02, +3.68120040E-01
+4.00345000E+01, +4.91459450E+00, +5.74448400E-02, +3.69186810E-01
+4.00341090E+01, +4.91468590E+00, +5.75953600E-02, +3.70218250E-01
+4.00346310E+01, +4.91481650E+00, +5.77406500E-02, +3.71264080E-01
+4.00346310E+01, +4.91486870E+00, +5.78885600E-02, +3.72279800E-01
+4.00328040E+01, +4.91493400E+00, +5.80443200E-02, +3.73345270E-01
+4.00325430E+01, +4.91482950E+00, +5.81987800E-02, +3.74409420E-01
+4.00330650E+01, +4.91497320E+00, +5.83453800E-02, +3.75417300E-01
+4.00334560E+01, +4.91482950E+00, +5.84906700E-02, +3.76443490E-01
+4.00335870E+01, +4.91494710E+00, +5.86490500E-02, +3.77484090E-01
+4.00342390E+01, +4.91490790E+00, +5.88008800E-02, +3.78539100E-01
+4.00337170E+01, +4.91494710E+00, +5.89474800E-02, +3.79586240E-01
+4.00347610E+01, +4.91512990E+00, +5.90862300E-02, +3.80588880E-01
+4.00339780E+01, +4.91520820E+00, +5.92498400E-02, +3.81656960E-01
+4.00337170E+01, +4.91528660E+00, +5.93951300E-02, +3.82698870E-01
+4.00341090E+01, +4.91543020E+00, +5.95469700E-02, +3.83743390E-01
+4.00329340E+01, +4.91523440E+00, +5.97066600E-02, +3.84786600E-01
+4.00321510E+01, +4.91510380E+00, +5.98440900E-02, +3.85806250E-01
+4.00328040E+01, +4.91528660E+00, +5.99998600E-02, +3.86852080E-01
+4.00324120E+01, +4.91518210E+00, +6.01582400E-02, +3.87929330E-01
+4.00326730E+01, +4.91528660E+00, +6.03061500E-02, +3.88968650E-01
+4.00334560E+01, +4.91522130E+00, +6.04488200E-02, +3.89993530E-01
+4.00333260E+01, +4.91518210E+00, +6.06137400E-02, +3.91044600E-01
+4.00331950E+01, +4.91556080E+00, +6.07655800E-02, +3.92099590E-01
+4.00331950E+01, +4.91533880E+00, +6.09056300E-02, +3.93155900E-01
+4.00347610E+01, +4.91532580E+00, +6.10640100E-02, +3.94212200E-01
+4.00334560E+01, +4.91549550E+00, +6.12066900E-02, +3.95234470E-01
+4.00331950E+01, +4.91548250E+00, +6.13624500E-02, +3.96265900E-01
+4.00299320E+01, +4.91557390E+00, +6.15195200E-02, +3.97305190E-01
+4.00309760E+01, +4.91535190E+00, +6.16661200E-02, +3.98394210E-01
+4.00307150E+01, +4.91569140E+00, +6.18258100E-02, +3.99408650E-01
+4.00320200E+01, +4.91569140E+00, +6.19711000E-02, +4.00462330E-01
+4.00326730E+01, +4.91550860E+00, +6.21268600E-02, +4.01516020E-01
+4.00328040E+01, +4.91586110E+00, +6.22760800E-02, +4.02572320E-01
+4.00317590E+01, +4.91573060E+00, +6.24239900E-02, +4.03585430E-01
+4.00329340E+01, +4.91582200E+00, +6.25836700E-02, +4.04637810E-01
+4.00317590E+01, +4.91586110E+00, +6.27289700E-02, +4.05711120E-01
+4.00320200E+01, +4.91569140E+00, +6.28794900E-02, +4.06759570E-01
+4.00331950E+01, +4.91566530E+00, +6.30339600E-02, +4.07817180E-01
+4.00324120E+01, +4.91587420E+00, +6.31884200E-02, +4.08842070E-01
+4.00330650E+01, +4.91575670E+00, +6.33337100E-02, +4.09889230E-01
+4.00325430E+01, +4.91586110E+00, +6.34960200E-02, +4.10941610E-01
+4.00326730E+01, +4.91588730E+00, +6.36426100E-02, +4.12001840E-01
+4.00326730E+01, +4.91596560E+00, +6.37866000E-02, +4.13028030E-01
+4.00324120E+01, +4.91595250E+00, +6.39423600E-02, +4.14097430E-01
+4.00341090E+01, +4.91605700E+00, +6.40981200E-02, +4.15147180E-01
+4.00331950E+01, +4.91605700E+00, +6.42525700E-02, +4.16196940E-01
+4.00316290E+01, +4.91607010E+00, +6.43965600E-02, +4.17233610E-01
+4.00318900E+01, +4.91609620E+00, +6.45654100E-02, +4.18259810E-01
+4.00318900E+01, +4.91605700E+00, +6.47015300E-02, +4.19352760E-01
+4.00318900E+01, +4.91616150E+00, +6.48612200E-02, +4.20401250E-01
+4.00316290E+01, +4.91616150E+00, +6.50196000E-02, +4.21461480E-01
+4.00320200E+01, +4.91609620E+00, +6.51688200E-02, +4.22473280E-01
+4.00328040E+01, +4.91613540E+00, +6.53101800E-02, +4.23543980E-01
+4.00320200E+01, +4.91621370E+00, +6.54829600E-02, +4.24636930E-01
+4.00325430E+01, +4.91635740E+00, +6.56348000E-02, +4.25693230E-01
+4.00318900E+01, +4.91643570E+00, +6.57814000E-02, +4.26720740E-01
+4.00324120E+01, +4.91642260E+00, +6.59384700E-02, +4.27790130E-01
+4.00326730E+01, +4.91684050E+00, +6.60942300E-02, +4.28862140E-01
+4.00304540E+01, +4.91669690E+00, +6.62460700E-02, +4.29945950E-01
+4.00311070E+01, +4.91661850E+00, +6.64070600E-02, +4.31016650E-01
+4.00316290E+01, +4.91661850E+00, +6.65471200E-02, +4.32036300E-01
+4.00311070E+01, +4.91698410E+00, +6.67081200E-02, +4.33097840E-01
+4.00325430E+01, +4.91664460E+00, +6.68586400E-02, +4.34175080E-01
+4.00309760E+01, +4.91673600E+00, +6.70170200E-02, +4.35248400E-01
+4.00318900E+01, +4.91686660E+00, +6.71649300E-02, +4.36298160E-01
+4.00316290E+01, +4.91674910E+00, +6.73115300E-02, +4.37357080E-01
+4.00312370E+01, +4.91672300E+00, +6.74686000E-02, +4.38405530E-01
+4.00329340E+01, +4.91697110E+00, +6.76256700E-02, +4.39495860E-01
+4.00318900E+01, +4.91695800E+00, +6.77762000E-02, +4.40539100E-01
+4.00307150E+01, +4.91694500E+00, +6.79267300E-02, +4.41617650E-01
+4.00305850E+01, +4.91707550E+00, +6.80942700E-02, +4.42700130E-01
+4.00304540E+01, +4.91723220E+00, +6.82408700E-02, +4.43789160E-01
+4.00301930E+01, +4.91697110E+00, +6.83966300E-02, +4.44874260E-01
+4.00299320E+01, +4.91711470E+00, +6.85484700E-02, +4.45912230E-01
+4.00311070E+01, +4.91706250E+00, +6.87029200E-02, +4.47009110E-01
+4.00307150E+01, +4.91684050E+00, +6.88599900E-02, +4.48098140E-01
+4.00312370E+01, +4.91701030E+00, +6.90170600E-02, +4.49187160E-01
+4.00309760E+01, +4.91694500E+00, +6.91689000E-02, +4.50236920E-01
+4.00313680E+01, +4.91715390E+00, +6.93194200E-02, +4.51315490E-01
+4.00309760E+01, +4.91745420E+00, +6.94804200E-02, +4.52416300E-01
+4.00303240E+01, +4.91699720E+00, +6.96374900E-02, +4.53527580E-01
+4.00290180E+01, +4.91724530E+00, +6.97945600E-02, +4.54613990E-01
+4.00282350E+01, +4.91724530E+00, +6.99437800E-02, +4.55675520E-01
+4.00299320E+01, +4.91716700E+00, +7.00982300E-02, +4.56780260E-01
+4.00298020E+01, +4.91715390E+00, +7.02553000E-02, +4.57870590E-01
+4.00304540E+01, +4.91716700E+00, +7.04110700E-02, +4.58994960E-01
+4.00311070E+01, +4.91702330E+00, +7.05524300E-02, +4.60026390E-01
+4.00298020E+01, +4.91714080E+00, +7.07081900E-02, +4.61127200E-01
+4.00295410E+01, +4.91710170E+00, +7.08744200E-02, +4.62254220E-01
+4.00301930E+01, +4.91716700E+00, +7.10354200E-02, +4.63381200E-01
+4.00307150E+01, +4.91711470E+00, +7.11898800E-02, +4.64449290E-01
+4.00309760E+01, +4.91738890E+00, +7.13482600E-02, +4.65547470E-01
+4.00283660E+01, +4.91759790E+00, +7.15144900E-02, +4.66667910E-01
+4.00283660E+01, +4.91763700E+00, +7.16676300E-02, +4.67813220E-01
+4.00296710E+01, +4.91753260E+00, +7.18286300E-02, +4.68931050E-01
+4.00292790E+01, +4.91749340E+00, +7.19647600E-02, +4.70003050E-01
+4.00291490E+01, +4.91753260E+00, +7.21467000E-02, +4.71143130E-01
+4.00294100E+01, +4.91775460E+00, +7.22933000E-02, +4.72284530E-01
+4.00288880E+01, +4.91774150E+00, +7.24608400E-02, +4.73437690E-01
+4.00300630E+01, +4.91781990E+00, +7.26113700E-02, +4.74501850E-01
+4.00284960E+01, +4.91775460E+00, +7.27762900E-02, +4.75670720E-01
+4.00294100E+01, +4.91771540E+00, +7.29333600E-02, +4.76800320E-01
+4.00305850E+01, +4.91766320E+00, +7.30982900E-02, +4.77958720E-01
+4.00300630E+01, +4.91796350E+00, +7.32566700E-02, +4.79105340E-01
+4.00284960E+01, +4.91797660E+00, +7.34189700E-02, +4.80210070E-01
+4.00278440E+01, +4.91819850E+00, +7.35708100E-02, +4.81369780E-01
+4.00277130E+01, +4.91821160E+00, +7.37383500E-02, +4.82505960E-01
+4.00275830E+01, +4.91835520E+00, +7.39072000E-02, +4.83646030E-01
+4.00284960E+01, +4.91829000E+00, +7.40485700E-02, +4.84773010E-01
+4.00290180E+01, +4.91834220E+00, +7.42213500E-02, +4.85945810E-01
+4.00294100E+01, +4.91838140E+00, +7.43744900E-02, +4.87135620E-01
+4.00287570E+01, +4.91832910E+00, +7.45407200E-02, +4.88295330E-01
+4.00292790E+01, +4.91845970E+00, +7.47030300E-02, +4.89432790E-01
+4.00288880E+01, +4.91877310E+00, +7.48692600E-02, +4.90623910E-01
+4.00294100E+01, +4.91857720E+00, +7.50302600E-02, +4.91777070E-01
+4.00270610E+01, +4.91879920E+00, +7.52082700E-02, +4.92970830E-01
+4.00275830E+01, +4.91870780E+00, +7.53653500E-02, +4.94171110E-01
+4.00273220E+01, +4.91899510E+00, +7.55211100E-02, +4.95309880E-01
+4.00270610E+01, +4.91885150E+00, +7.56978100E-02, +4.96516710E-01
+4.00279740E+01, +4.91887760E+00, +7.58588100E-02, +4.97740550E-01
+4.00275830E+01, +4.91915180E+00, +7.60224300E-02, +4.98943450E-01
+4.00281050E+01, +4.91911260E+00, +7.61899700E-02, +5.00126720E-01
+4.00278440E+01, +4.91924320E+00, +7.63548900E-02, +5.01342710E-01
+4.00281050E+01, +4.91939990E+00, +7.65289800E-02, +5.02556090E-01
+4.00277130E+01, +4.91941300E+00, +7.66912900E-02, +5.03791730E-01
+4.00281050E+01, +4.91924320E+00, +7.68640600E-02, +5.05039140E-01
+4.00295410E+01, +4.91930850E+00, +7.70172100E-02, +5.06200150E-01
+4.00261470E+01, +4.91932150E+00, +7.71939100E-02, +5.07444940E-01
+4.00264080E+01, +4.91926930E+00, +7.73719300E-02, +5.08687110E-01
+4.00266690E+01, +4.91958270E+00, +7.75303100E-02, +5.09934520E-01
+4.00266690E+01, +4.91984390E+00, +7.77004700E-02, +5.11123020E-01
+4.00271910E+01, +4.91983080E+00, +7.78719400E-02, +5.12362570E-01
+4.00270610E+01, +4.91990920E+00, +7.80434100E-02, +5.13600810E-01
+4.00271910E+01, +4.92003970E+00, +7.82109500E-02, +5.14892750E-01
+4.00274520E+01, +4.92000060E+00, +7.83902700E-02, +5.16127070E-01
+4.00274520E+01, +4.92022260E+00, +7.85512700E-02, +5.17362690E-01
+4.00277130E+01, +4.91997450E+00, +7.87319000E-02, +5.18663770E-01
+4.00271910E+01, +4.92000060E+00, +7.89007500E-02, +5.19925570E-01
+4.00278440E+01, +4.92020950E+00, +7.90840000E-02, +5.21244970E-01
+4.00265390E+01, +4.92024870E+00, +7.92502300E-02, +5.22487140E-01
+4.00266690E+01, +4.92045760E+00, +7.94400300E-02, +5.23768570E-01
+4.00271910E+01, +4.92032700E+00, +7.96088800E-02, +5.25093220E-01
+4.00260160E+01, +4.92034010E+00, +7.97738000E-02, +5.26395600E-01
+4.00275830E+01, +4.92043150E+00, +7.99492000E-02, +5.27636470E-01
+4.00268000E+01, +4.92010500E+00, +8.01272100E-02, +5.28944080E-01
+4.00265390E+01, +4.92045760E+00, +8.03052300E-02, +5.30249080E-01
+4.00269300E+01, +4.92058820E+00, +8.04884800E-02, +5.31576330E-01
+4.00268000E+01, +4.92053600E+00, +8.06664900E-02, +5.32907510E-01
+4.00265390E+01, +4.92092770E+00, +8.08445100E-02, +5.34173240E-01
+4.00273220E+01, +4.92107130E+00, +8.10212100E-02, +5.35508360E-01
+4.00244500E+01, +4.92087550E+00, +8.12123100E-02, +5.36835610E-01
+4.00245810E+01, +4.92091460E+00, +8.13981800E-02, +5.38179880E-01
+4.00245810E+01, +4.92096690E+00, +8.15735800E-02, +5.39467860E-01
+4.00251030E+01, +4.92128030E+00, +8.17686100E-02, +5.40834370E-01
+4.00244500E+01, +4.92130640E+00, +8.19466200E-02, +5.42190420E-01
+4.00244500E+01, +4.92121500E+00, +8.21351100E-02, +5.43521600E-01
+4.00248420E+01, +4.92155450E+00, +8.23091900E-02, +5.44829210E-01
+4.00257550E+01, +4.92139780E+00, +8.25042200E-02, +5.46223270E-01
+4.00261470E+01, +4.92137170E+00, +8.26940200E-02, +5.47575390E-01
+4.00270610E+01, +4.92151530E+00, +8.28890500E-02, +5.48952380E-01
+4.00253640E+01, +4.92154140E+00, +8.30723000E-02, +5.50347690E-01
+4.00257550E+01, +4.92156750E+00, +8.32634000E-02, +5.51659230E-01
+4.00257550E+01, +4.92169810E+00, +8.34649700E-02, +5.53046690E-01
+4.00253640E+01, +4.92151530E+00, +8.36443000E-02, +5.54442010E-01
+4.00257550E+01, +4.92156750E+00, +8.38301600E-02, +5.55853050E-01
+4.00270610E+01, +4.92148920E+00, +8.40199900E-02, +5.57142340E-01
+4.00265390E+01, +4.92148920E+00, +8.42215600E-02, +5.58563830E-01
+4.00270610E+01, +4.92182870E+00, +8.44100500E-02, +5.59978780E-01
+4.00244500E+01, +4.92188090E+00, +8.46050800E-02, +5.61370170E-01
+4.00248420E+01, +4.92190710E+00, +8.48132000E-02, +5.62808680E-01
+4.00249720E+01, +4.92198540E+00, +8.50043000E-02, +5.64151630E-01
+4.00248420E+01, +4.92220740E+00, +8.51980200E-02, +5.65582290E-01
+4.00256250E+01, +4.92237710E+00, +8.54126800E-02, +5.67009050E-01
+4.00244500E+01, +4.92233800E+00, +8.56024800E-02, +5.68439700E-01
+4.00249720E+01, +4.92231190E+00, +8.58014300E-02, +5.69829780E-01
+4.00254940E+01, +4.92242940E+00, +8.59912300E-02, +5.71217240E-01
+4.00249720E+01, +4.92248160E+00, +8.62006600E-02, +5.72676690E-01
+4.00258860E+01, +4.92248160E+00, +8.64153200E-02, +5.74069390E-01
+4.00252330E+01, +4.92274280E+00, +8.66116600E-02, +5.75475170E-01
+4.00258860E+01, +4.92269050E+00, +8.68224000E-02, +5.76912400E-01
+4.00243200E+01, +4.92289950E+00, +8.70161200E-02, +5.78340440E-01
+4.00240590E+01, +4.92283420E+00, +8.72268500E-02, +5.79805120E-01
+4.00245810E+01, +4.92295170E+00, +8.74310500E-02, +5.81227930E-01
+4.00257550E+01, +4.92276890E+00, +8.76339300E-02, +5.82624550E-01
+4.00254940E+01, +4.92312150E+00, +8.78368100E-02, +5.84069600E-01
+4.00247110E+01, +4.92327820E+00, +8.80370800E-02, +5.85479310E-01
+4.00243200E+01, +4.92325200E+00, +8.82465100E-02, +5.86936150E-01
+4.00236670E+01, +4.92344790E+00, +8.84611700E-02, +5.88369440E-01
+4.00247110E+01, +4.92334350E+00, +8.86627400E-02, +5.89832820E-01
+4.00243200E+01, +4.92357850E+00, +8.88800200E-02, +5.91284420E-01
+4.00251030E+01, +4.92369600E+00, +8.90907600E-02, +5.92747790E-01
+4.00224920E+01, +4.92385270E+00, +8.93211300E-02, +5.94202010E-01
+4.00230140E+01, +4.92370910E+00, +8.95135400E-02, +5.95620880E-01
+4.00236670E+01, +4.92382660E+00, +8.97242800E-02, +5.97082950E-01
+4.00231450E+01, +4.92389190E+00, +8.99494200E-02, +5.98590860E-01
+4.00232750E+01, +4.92421830E+00, +9.01653900E-02, +6.00043770E-01
+4.00226230E+01, +4.92424450E+00, +9.03695800E-02, +6.01496680E-01
+4.00230140E+01, +4.92423140E+00, +9.05934100E-02, +6.02996710E-01
+4.00243200E+01, +4.92441420E+00, +9.08159200E-02, +6.04464010E-01
+4.00240590E+01, +4.92449260E+00, +9.10188100E-02, +6.05957490E-01
+4.00234060E+01, +4.92451870E+00, +9.12360900E-02, +6.07398620E-01
+4.00236670E+01, +4.92475370E+00, +9.14533700E-02, +6.08893440E-01
+4.00240590E+01, +4.92474070E+00, +9.16654200E-02, +6.10401320E-01
+4.00219700E+01, +4.92475370E+00, +9.18918600E-02, +6.11903970E-01
+4.00223620E+01, +4.92453170E+00, +9.21117600E-02, +6.13418400E-01
+4.00224920E+01, +4.92485820E+00, +9.23264200E-02, +6.14808470E-01
+4.00230140E+01, +4.92505410E+00, +9.25437100E-02, +6.16315050E-01
+4.00231450E+01, +4.92500180E+00, +9.27727700E-02, +6.17825550E-01
+4.00235360E+01, +4.92532830E+00, +9.29835000E-02, +6.19338670E-01
+4.00230140E+01, +4.92531520E+00, +9.32138800E-02, +6.20771950E-01
+4.00223620E+01, +4.92528910E+00, +9.34311600E-02, +6.22317790E-01
+4.00231450E+01, +4.92541970E+00, +9.36562900E-02, +6.23828280E-01
+4.00232750E+01, +4.92548500E+00, +9.38775000E-02, +6.25334860E-01
+4.00231450E+01, +4.92569390E+00, +9.41170300E-02, +6.26867610E-01
+4.00213180E+01, +4.92578530E+00, +9.43395500E-02, +6.28325750E-01
+4.00223620E+01, +4.92582450E+00, +9.45633800E-02, +6.29853300E-01
+4.00224920E+01, +4.92594200E+00, +9.47950600E-02, +6.31427930E-01
+4.00219700E+01, +4.92621620E+00, +9.50215000E-02, +6.32920110E-01
+4.00218400E+01, +4.92612480E+00, +9.52387800E-02, +6.34413590E-01
+4.00219700E+01, +4.92632070E+00, +9.54757000E-02, +6.35950270E-01
+4.00222310E+01, +4.92643820E+00, +9.57099900E-02, +6.37507890E-01
+4.00224920E+01, +4.92643820E+00, +9.59298900E-02, +6.39014460E-01
+4.00232750E+01, +4.92633380E+00, +9.61589600E-02, +6.40496190E-01
+4.00227530E+01, +4.92654270E+00, +9.63827800E-02, +6.42044650E-01
+4.00230140E+01, +4.92663410E+00, +9.66301700E-02, +6.43590490E-01
+4.00204040E+01, +4.92671250E+00, +9.68579200E-02, +6.45110150E-01
+4.00201430E+01, +4.92692140E+00, +9.70987600E-02, +6.46687410E-01
+4.00210570E+01, +4.92703890E+00, +9.73278300E-02, +6.48159950E-01
+4.00200120E+01, +4.92715640E+00, +9.75608100E-02, +6.49722810E-01
+4.00209260E+01, +4.92718250E+00, +9.78016600E-02, +6.51300090E-01
+4.00214480E+01, +4.92735230E+00, +9.80359500E-02, +6.52836770E-01
+4.00217090E+01, +4.92741760E+00, +9.82597800E-02, +6.54305380E-01
+4.00227530E+01, +4.92740450E+00, +9.84940800E-02, +6.55893110E-01
+4.00214480E+01, +4.92762650E+00, +9.87257600E-02, +6.57435020E-01
+4.00210570E+01, +4.92780930E+00, +9.89600600E-02, +6.59000490E-01
+4.00206650E+01, +4.92805740E+00, +9.91943500E-02, +6.60547640E-01
+4.00214480E+01, +4.92807050E+00, +9.94365000E-02, +6.62075190E-01
+4.00185770E+01, +4.92810970E+00, +9.96734200E-02, +6.63600090E-01
+4.00196210E+01, +4.92818800E+00, +9.99208100E-02, +6.65198280E-01
+4.00201430E+01, +4.92814880E+00, +1.00147250E-01, +6.66744120E-01
+4.00205340E+01, +4.92837100E+00, +1.00392020E-01, +6.68225830E-01
+4.00201430E+01, +4.92847550E+00, +1.00618460E-01, +6.69789990E-01
+4.00190990E+01, +4.92854080E+00, +1.00863230E-01, +6.71348950E-01
+4.00200120E+01, +4.92846240E+00, +1.01090980E-01, +6.72941910E-01
+4.00189680E+01, +4.92858000E+00, +1.01330520E-01, +6.74423620E-01
+4.00200120E+01, +4.92851470E+00, +1.01563510E-01, +6.75935420E-01
+4.00200120E+01, +4.92873670E+00, +1.01799110E-01, +6.77517910E-01
+4.00196210E+01, +4.92864530E+00, +1.02046500E-01, +6.79122660E-01
+4.00205340E+01, +4.92898480E+00, +1.02280800E-01, +6.80681590E-01
+4.00180540E+01, +4.92886720E+00, +1.02520330E-01, +6.82201280E-01
+4.00187070E+01, +4.92905010E+00, +1.02763790E-01, +6.83779840E-01
+4.00184460E+01, +4.92905010E+00, +1.03009870E-01, +6.85357100E-01
+4.00183160E+01, +4.92915450E+00, +1.03245480E-01, +6.86930420E-01
+4.00185770E+01, +4.92915450E+00, +1.03494170E-01, +6.88438300E-01
+4.00188380E+01, +4.92914150E+00, +1.03735010E-01, +6.90037810E-01
+4.00200120E+01, +4.92927200E+00, +1.03975860E-01, +6.91638630E-01
+4.00206650E+01, +4.92938960E+00, +1.04225860E-01, +6.93230290E-01
+4.00193600E+01, +4.92979440E+00, +1.04477170E-01, +6.94804930E-01
+4.00188380E+01, +4.92976830E+00, +1.04721940E-01, +6.96315420E-01
+4.00200120E+01, +4.92979440E+00, +1.04977200E-01, +6.97895300E-01
+4.00197510E+01, +4.92995110E+00, +1.05210190E-01, +6.99473860E-01
+4.00202730E+01, +4.92997720E+00, +1.05458890E-01, +7.01049810E-01
+4.00193600E+01, +4.93002940E+00, +1.05690570E-01, +7.02568190E-01
+4.00179240E+01, +4.93017310E+00, +1.05940570E-01, +7.04115340E-01
+4.00190990E+01, +4.93019920E+00, +1.06190580E-01, +7.05720080E-01
+4.00198820E+01, +4.93019920E+00, +1.06424870E-01, +7.07272460E-01
+4.00181850E+01, +4.93042120E+00, +1.06670950E-01, +7.08814380E-01
+4.00187070E+01, +4.93048650E+00, +1.06919650E-01, +7.10347130E-01
+4.00188380E+01, +4.93048650E+00, +1.07174890E-01, +7.11975430E-01
+4.00187070E+01, +4.93065620E+00, +1.07422270E-01, +7.13534400E-01
+4.00190990E+01, +4.93066930E+00, +1.07668350E-01, +7.15160090E-01
+4.00187070E+01, +4.93072150E+00, +1.07920970E-01, +7.16715090E-01
+4.00167490E+01, +4.93066930E+00, +1.08172290E-01, +7.18325070E-01
+4.00167490E+01, +4.93081290E+00, +1.08423600E-01, +7.19928500E-01
+4.00163580E+01, +4.93086510E+00, +1.08690620E-01, +7.21534550E-01
+4.00157050E+01, +4.93106100E+00, +1.08920990E-01, +7.23101330E-01
+4.00157050E+01, +4.93121770E+00, +1.09180160E-01, +7.24720480E-01
+4.00164880E+01, +4.93119160E+00, +1.09427550E-01, +7.26318680E-01
+4.00158360E+01, +4.93145280E+00, +1.09686710E-01, +7.27960070E-01
+4.00159660E+01, +4.93137440E+00, +1.09940650E-01, +7.29594920E-01
+4.00155750E+01, +4.93147890E+00, +1.10188030E-01, +7.31125050E-01
+4.00174020E+01, +4.93166170E+00, +1.10434110E-01, +7.32731100E-01
+4.00164880E+01, +4.93184450E+00, +1.10688040E-01, +7.34364670E-01
+4.00153130E+01, +4.93171390E+00, +1.10962920E-01, +7.35974650E-01
+4.00137470E+01, +4.93201430E+00, +1.11202450E-01, +7.37486460E-01
+4.00144000E+01, +4.93214480E+00, +1.11468160E-01, +7.39095130E-01
+4.00153130E+01, +4.93204040E+00, +1.11715550E-01, +7.40746990E-01
+4.00149220E+01, +4.93226240E+00, +1.11979950E-01, +7.42388380E-01
+4.00147910E+01, +4.93228850E+00, +1.12237810E-01, +7.43923750E-01
+4.00153130E+01, +4.93257580E+00, +1.12496980E-01, +7.45531150E-01
+4.00145300E+01, +4.93258880E+00, +1.12750910E-01, +7.47155530E-01
+4.00146610E+01, +4.93270630E+00, +1.13011380E-01, +7.48785140E-01
+4.00155750E+01, +4.93261490E+00, +1.13271860E-01, +7.50363700E-01
+4.00159660E+01, +4.93271940E+00, +1.13521860E-01, +7.51967130E-01
+4.00158360E+01, +4.93292830E+00, +1.13783650E-01, +7.53535220E-01
+4.00144000E+01, +4.93292830E+00, +1.14049360E-01, +7.55170080E-01
+4.00142690E+01, +4.93288910E+00, +1.14308530E-01, +7.56798380E-01
+4.00138780E+01, +4.93312420E+00, +1.14566390E-01, +7.58315430E-01
+4.00142690E+01, +4.93335920E+00, +1.14834720E-01, +7.59913630E-01
+4.00140080E+01, +4.93307200E+00, +1.15084720E-01, +7.61534070E-01
+4.00155750E+01, +4.93325480E+00, +1.15351750E-01, +7.63175470E-01
+4.00146610E+01, +4.93317640E+00, +1.15610920E-01, +7.64809000E-01
+4.00147910E+01, +4.93350290E+00, +1.15877940E-01, +7.66341800E-01
+4.00134860E+01, +4.93346370E+00, +1.16117470E-01, +7.67979260E-01
+4.00144000E+01, +4.93356820E+00, +1.16385800E-01, +7.69557820E-01
+4.00147910E+01, +4.93380320E+00, +1.16658060E-01, +7.71129840E-01
+4.00115280E+01, +4.93369880E+00, +1.16902830E-01, +7.72712330E-01
+4.00117890E+01, +4.93392070E+00, +1.17150210E-01, +7.74310530E-01
+4.00121810E+01, +4.93401210E+00, +1.17430320E-01, +7.75975510E-01
+4.00132250E+01, +4.93409050E+00, +1.17702580E-01, +7.77575020E-01
+4.00136170E+01, +4.93420800E+00, +1.17957820E-01, +7.79099920E-01
+4.00146610E+01, +4.93428640E+00, +1.18213060E-01, +7.80738690E-01
+4.00132250E+01, +4.93448220E+00, +1.18487940E-01, +7.82327730E-01
+4.00133560E+01, +4.93459980E+00, +1.18741870E-01, +7.83952100E-01
+4.00127030E+01, +4.93486090E+00, +1.19016740E-01, +7.85545060E-01
+4.00134860E+01, +4.93505680E+00, +1.19274600E-01, +7.87138040E-01
+4.00140080E+01, +4.93493930E+00, +1.19540310E-01, +7.88727080E-01
+4.00116590E+01, +4.93516130E+00, +1.19813880E-01, +7.90382870E-01
+4.00127030E+01, +4.93537020E+00, +1.20070430E-01, +7.91998080E-01
+4.00127030E+01, +4.93542240E+00, +1.20328280E-01, +7.93550470E-01
+4.00136170E+01, +4.93542240E+00, +1.20597920E-01, +7.95152590E-01
+4.00145300E+01, +4.93553990E+00, +1.20876720E-01, +7.96808380E-01
+4.00140080E+01, +4.93553990E+00, +1.21139820E-01, +7.98388290E-01
+4.00136170E+01, +4.93576190E+00, +1.21404220E-01, +7.99923660E-01
+4.00136170E+01, +4.93589250E+00, +1.21660770E-01, +8.01521860E-01
+4.00137470E+01, +4.93602310E+00, +1.21909460E-01, +8.03092570E-01
+4.00146610E+01, +4.93604920E+00, +1.22197430E-01, +8.04735270E-01
+4.00151830E+01, +4.93624510E+00, +1.22482770E-01, +8.06351790E-01
+4.00147910E+01, +4.93632340E+00, +1.22736710E-01, +8.07910740E-01
+4.00129640E+01, +4.93650630E+00, +1.23008960E-01, +8.09566530E-01
+4.00115280E+01, +4.93659770E+00, +1.23283840E-01, +8.11218390E-01
+4.00123110E+01, +4.93696330E+00, +1.23550860E-01, +8.12800880E-01
+4.00120500E+01, +4.93679350E+00, +1.23813950E-01, +8.14348030E-01
+4.00119200E+01, +4.93680660E+00, +1.24080970E-01, +8.15968480E-01
