Vin, Vout, TC, Iin, Iout
+4.50407390E+01, +4.93201430E+00, +9.55300000E+01, +6.99843600E-02, +5.00940870E-01
+4.50403480E+01, +4.93204040E+00, +9.54350000E+01, +6.99961400E-02, +5.00934330E-01
+4.50404780E+01, +4.93192280E+00, +9.54990000E+01, +6.99765000E-02, +5.00930400E-01
+4.50387820E+01, +4.93181840E+00, +9.54920000E+01, +6.99882800E-02, +5.00942180E-01
+4.50399560E+01, +4.93181840E+00, +9.54260000E+01, +6.99843600E-02, +5.00951340E-01
+4.50408700E+01, +4.93174000E+00, +9.54000000E+01, +6.99725800E-02, +5.00918620E-01
+4.50402170E+01, +4.93190980E+00, +9.53940000E+01, +6.99948300E-02, +5.00923860E-01
+4.50400870E+01, +4.93210570E+00, +9.54380000E+01, +6.99778100E-02, +5.00931710E-01
+4.50395650E+01, +4.93221010E+00, +9.54350000E+01, +6.99882800E-02, +5.00934330E-01
+4.50406090E+01, +4.93181840E+00, +9.54350000E+01, +6.99909000E-02, +5.00946110E-01
+4.50389120E+01, +4.93189670E+00, +9.54980000E+01, +6.99961400E-02, +5.00931710E-01
+4.50404780E+01, +4.93207950E+00, +9.54420000E+01, +6.99804300E-02, +5.00944800E-01
+4.50411310E+01, +4.93213180E+00, +9.54220000E+01, +6.99922100E-02, +5.00934330E-01
+4.50395650E+01, +4.93188370E+00, +9.54790000E+01, +6.99922100E-02, +5.00933020E-01
+4.50400870E+01, +4.93175310E+00, +9.53880000E+01, +6.99882800E-02, +5.00935640E-01
+4.50389120E+01, +4.93211870E+00, +9.54290000E+01, +7.00066100E-02, +5.00939560E-01
+4.50396950E+01, +4.93192280E+00, +9.54130000E+01, +6.99948300E-02, +5.00947420E-01
+4.50385210E+01, +4.93196200E+00, +9.53850000E+01, +6.99856600E-02, +5.00939560E-01
+4.50398260E+01, +4.93193590E+00, +9.53970000E+01, +6.99817400E-02, +5.00940870E-01
+4.50411310E+01, +4.93205340E+00, +9.54670000E+01, +6.99882800E-02, +5.00936950E-01
+4.50394340E+01, +4.93201430E+00, +9.54190000E+01, +6.99935200E-02, +5.00939560E-01
+4.50400870E+01, +4.93196200E+00, +9.54260000E+01, +6.99882800E-02, +5.00953960E-01
+4.50395650E+01, +4.93164860E+00, +9.55640000E+01, +6.99869700E-02, +5.00925170E-01
+4.50408700E+01, +4.93196200E+00, +9.55640000E+01, +6.99922100E-02, +5.00930400E-01
+4.50394340E+01, +4.93209260E+00, +9.55930000E+01, +6.99935200E-02, +5.00933020E-01
+4.50406090E+01, +4.93194900E+00, +9.57110000E+01, +6.99895900E-02, +5.00940870E-01
+4.50410010E+01, +4.93211870E+00, +9.57000000E+01, +6.99974400E-02, +5.00952650E-01
+4.50396950E+01, +4.93213180E+00, +9.57410000E+01, +6.99974400E-02, +5.00939560E-01
+4.50410010E+01, +4.93218400E+00, +9.55790000E+01, +6.99909000E-02, +5.00935640E-01
+4.50410010E+01, +4.93218400E+00, +9.55620000E+01, +6.99922100E-02, +5.00936950E-01
+4.50403480E+01, +4.93219710E+00, +9.55850000E+01, +6.99948300E-02, +5.00934330E-01
+4.50413920E+01, +4.93209260E+00, +9.54880000E+01, +6.99791200E-02, +5.00930400E-01
+4.50402170E+01, +4.93215790E+00, +9.54070000E+01, +6.99909000E-02, +5.00952650E-01
+4.50400870E+01, +4.93201430E+00, +9.54680000E+01, +6.99935200E-02, +5.00922550E-01
+4.50385210E+01, +4.93217100E+00, +9.54680000E+01, +6.99948300E-02, +5.00935640E-01
+4.50400870E+01, +4.93210570E+00, +9.55610000E+01, +7.00013700E-02, +5.00946110E-01
+4.50403480E+01, +4.93177920E+00, +9.54920000E+01, +7.00000600E-02, +5.00939560E-01
+4.50408700E+01, +4.93224930E+00, +9.54940000E+01, +6.99856600E-02, +5.00942180E-01
+4.50417840E+01, +4.93198810E+00, +9.55890000E+01, +6.99791200E-02, +5.00934330E-01
+4.50412620E+01, +4.93200120E+00, +9.55840000E+01, +6.99895900E-02, +5.00892440E-01
+4.50416530E+01, +4.93210570E+00, +9.56020000E+01, +6.99817400E-02, +5.00905530E-01
+4.50393040E+01, +4.93207950E+00, +9.56580000E+01, +6.99935200E-02, +5.00908150E-01
+4.50408700E+01, +4.93210570E+00, +9.57250000E+01, +6.99856600E-02, +5.00912080E-01
+4.50396950E+01, +4.93206650E+00, +9.56190000E+01, +6.99830500E-02, +5.00906840E-01
+4.50404780E+01, +4.93192280E+00, +9.56510000E+01, +6.99830500E-02, +5.00919930E-01
+4.50393040E+01, +4.93201430E+00, +9.56400000E+01, +6.99843600E-02, +5.00914690E-01
+4.50404780E+01, +4.93224930E+00, +9.56420000E+01, +6.99882800E-02, +5.00904220E-01
+4.50407390E+01, +4.93211870E+00, +9.56610000E+01, +6.99817400E-02, +5.00910770E-01
+4.50395650E+01, +4.93201430E+00, +9.56360000E+01, +6.99856600E-02, +5.00898990E-01
+4.50415230E+01, +4.93211870E+00, +9.56070000E+01, +6.99948300E-02, +5.00916000E-01
+4.50393040E+01, +4.93207950E+00, +9.56230000E+01, +6.99856600E-02, +5.00897680E-01
+4.50413920E+01, +4.93201430E+00, +9.56130000E+01, +6.99843600E-02, +5.00905530E-01
+4.50390430E+01, +4.93219710E+00, +9.57020000E+01, +6.99961400E-02, +5.00904220E-01
+4.50400870E+01, +4.93243210E+00, +9.58500000E+01, +7.00000600E-02, +5.00913390E-01
+4.50423060E+01, +4.93247130E+00, +9.59100000E+01, +6.99895900E-02, +5.00906840E-01
+4.50406090E+01, +4.93231460E+00, +9.57550000E+01, +6.99817400E-02, +5.00917310E-01
+4.50419140E+01, +4.93219710E+00, +9.57000000E+01, +6.99869700E-02, +5.00910770E-01
+4.50390430E+01, +4.93244520E+00, +9.56890000E+01, +7.00000600E-02, +5.00916000E-01
+4.50403480E+01, +4.93226240E+00, +9.57710000E+01, +6.99935200E-02, +5.00921240E-01
+4.50415230E+01, +4.93206650E+00, +9.57870000E+01, +6.99882800E-02, +5.00909460E-01
+4.50402170E+01, +4.93231460E+00, +9.58910000E+01, +6.99948300E-02, +5.00900300E-01
+4.50395650E+01, +4.93252350E+00, +9.59070000E+01, +6.99961400E-02, +5.00912080E-01
+4.50399560E+01, +4.93218400E+00, +9.58410000E+01, +6.99843600E-02, +5.00900300E-01
+4.50420450E+01, +4.93231460E+00, +9.58380000E+01, +6.99974400E-02, +5.00910770E-01
+4.50402170E+01, +4.93231460E+00, +9.57460000E+01, +6.99856600E-02, +5.00900300E-01
+4.50412620E+01, +4.93205340E+00, +9.57650000E+01, +6.99830500E-02, +5.00905530E-01
+4.50399560E+01, +4.93223620E+00, +9.57270000E+01, +6.99882800E-02, +5.00909460E-01
+4.50391730E+01, +4.93230150E+00, +9.57460000E+01, +6.99974400E-02, +5.00898990E-01
+4.50387820E+01, +4.93217100E+00, +9.56830000E+01, +6.99856600E-02, +5.00893750E-01
+4.50400870E+01, +4.93232760E+00, +9.57080000E+01, +6.99987500E-02, +5.00895060E-01
+4.50389120E+01, +4.93241910E+00, +9.57520000E+01, +6.99974400E-02, +5.00900300E-01
+4.50396950E+01, +4.93232760E+00, +9.57840000E+01, +6.99882800E-02, +5.00900300E-01
+4.50390430E+01, +4.93235380E+00, +9.57900000E+01, +6.99882800E-02, +5.00904220E-01
+4.50391730E+01, +4.93226240E+00, +9.57710000E+01, +7.00026800E-02, +5.00905530E-01
+4.50383900E+01, +4.93221010E+00, +9.57430000E+01, +6.99961400E-02, +5.00902910E-01
+4.50395650E+01, +4.93234070E+00, +9.58090000E+01, +6.99882800E-02, +5.00898990E-01
+4.50372150E+01, +4.93244520E+00, +9.57870000E+01, +7.00066100E-02, +5.00898990E-01
+4.50389120E+01, +4.93227540E+00, +9.58120000E+01, +6.99909000E-02, +5.00909460E-01
+4.50402170E+01, +4.93221010E+00, +9.58030000E+01, +6.99948300E-02, +5.00897680E-01
+4.50386510E+01, +4.93214480E+00, +9.57270000E+01, +6.99843600E-02, +5.00879350E-01
+4.50403480E+01, +4.93214480E+00, +9.57430000E+01, +6.99909000E-02, +5.00896370E-01
+4.50389120E+01, +4.93227540E+00, +9.57840000E+01, +6.99961400E-02, +5.00892440E-01
+4.50406090E+01, +4.93222320E+00, +9.56800000E+01, +6.99909000E-02, +5.00896370E-01
+4.50385210E+01, +4.93207950E+00, +9.55820000E+01, +6.99817400E-02, +5.00912080E-01
+4.50396950E+01, +4.93215790E+00, +9.56670000E+01, +6.99922100E-02, +5.00904220E-01
+4.50410010E+01, +4.93211870E+00, +9.57620000E+01, +6.99922100E-02, +5.00901610E-01
+4.50394340E+01, +4.93226240E+00, +9.58030000E+01, +6.99765000E-02, +5.00884590E-01
+4.50408700E+01, +4.93214480E+00, +9.57930000E+01, +6.99778100E-02, +5.00909460E-01
+4.50387820E+01, +4.93234070E+00, +9.57740000E+01, +6.99961400E-02, +5.00906840E-01
+4.50400870E+01, +4.93231460E+00, +9.56990000E+01, +6.99895900E-02, +5.00905530E-01
+4.50391730E+01, +4.93217100E+00, +9.56860000E+01, +6.99843600E-02, +5.00897680E-01
+4.50399560E+01, +4.93231460E+00, +9.57710000E+01, +6.99909000E-02, +5.00919930E-01
+4.50408700E+01, +4.93245820E+00, +9.57840000E+01, +6.99961400E-02, +5.00883280E-01
+4.50396950E+01, +4.93235380E+00, +9.57740000E+01, +6.99843600E-02, +5.00919930E-01
+4.50413920E+01, +4.93235380E+00, +9.57460000E+01, +6.99948300E-02, +5.00902910E-01
+4.50400870E+01, +4.93239290E+00, +9.58410000E+01, +6.99935200E-02, +5.00901610E-01
+4.50415230E+01, +4.93243210E+00, +9.59200000E+01, +7.00026800E-02, +5.00900300E-01
+4.50402170E+01, +4.93237990E+00, +9.59040000E+01, +6.99987500E-02, +5.00898990E-01
+4.50403480E+01, +4.93235380E+00, +9.58500000E+01, +6.99961400E-02, +5.00900300E-01
+4.50376070E+01, +4.93210570E+00, +9.58090000E+01, +6.99961400E-02, +5.00905530E-01
+4.50400870E+01, +4.93213180E+00, +9.59100000E+01, +6.99895900E-02, +5.00906840E-01
+4.50413920E+01, +4.93230150E+00, +9.60020000E+01, +6.99895900E-02, +5.00901610E-01
+4.50393040E+01, +4.93222320E+00, +9.58690000E+01, +6.99895900E-02, +5.00902910E-01
+4.50423060E+01, +4.93234070E+00, +9.58190000E+01, +6.99909000E-02, +5.00896370E-01
+4.50386510E+01, +4.93205340E+00, +9.59230000E+01, +6.99869700E-02, +5.00900300E-01
+4.50399560E+01, +4.93222320E+00, +9.58850000E+01, +6.99948300E-02, +5.00893750E-01
+4.50374760E+01, +4.93223620E+00, +9.59350000E+01, +7.00053000E-02, +5.00906840E-01
+4.50399560E+01, +4.93227540E+00, +9.59610000E+01, +6.99948300E-02, +5.00908150E-01
+4.50420450E+01, +4.93219710E+00, +9.59830000E+01, +6.99856600E-02, +5.00912080E-01
+4.50406090E+01, +4.93219710E+00, +9.58600000E+01, +6.99922100E-02, +5.00908150E-01
+4.50415230E+01, +4.93231460E+00, +9.58060000E+01, +6.99882800E-02, +5.00904220E-01
+4.50396950E+01, +4.93227540E+00, +9.57050000E+01, +6.99804300E-02, +5.00895060E-01
+4.50410010E+01, +4.93217100E+00, +9.57210000E+01, +6.99725800E-02, +5.00904220E-01
+4.50393040E+01, +4.93232760E+00, +9.57070000E+01, +6.99974400E-02, +5.00901610E-01
+4.50406090E+01, +4.93223620E+00, +9.58000000E+01, +6.99895900E-02, +5.00917310E-01
+4.50407390E+01, +4.93209260E+00, +9.59160000E+01, +6.99895900E-02, +5.00914690E-01
+4.50399560E+01, +4.93205340E+00, +9.57520000E+01, +6.99909000E-02, +5.00912080E-01
+4.50411310E+01, +4.93205340E+00, +9.58250000E+01, +6.99882800E-02, +5.00917310E-01
+4.50393040E+01, +4.93209260E+00, +9.58340000E+01, +6.99935200E-02, +5.00917310E-01
+4.50402170E+01, +4.93198810E+00, +9.58080000E+01, +6.99922100E-02, +5.00914690E-01
+4.50399560E+01, +4.93221010E+00, +9.58630000E+01, +7.00013700E-02, +5.00938260E-01
+4.50411310E+01, +4.93224930E+00, +9.58770000E+01, +6.99882800E-02, +5.00927780E-01
+4.50406090E+01, +4.93198810E+00, +9.59600000E+01, +6.99987500E-02, +5.00943490E-01
+4.50428280E+01, +4.93231460E+00, +9.59160000E+01, +6.99961400E-02, +5.00939560E-01
+4.50398260E+01, +4.93223620E+00, +9.58500000E+01, +6.99948300E-02, +5.00927780E-01
+4.50412620E+01, +4.93226240E+00, +9.58360000E+01, +6.99987500E-02, +5.00940870E-01
+4.50393040E+01, +4.93222320E+00, +9.58750000E+01, +6.99961400E-02, +5.00926470E-01
+4.50403480E+01, +4.93226240E+00, +9.58960000E+01, +6.99974400E-02, +5.00942180E-01
+4.50390430E+01, +4.93213180E+00, +9.58660000E+01, +7.00066100E-02, +5.00940870E-01
+4.50408700E+01, +4.93209260E+00, +9.58010000E+01, +7.00053000E-02, +5.00943490E-01
+4.50382600E+01, +4.93205340E+00, +9.59430000E+01, +6.99974400E-02, +5.00936950E-01
+4.50404780E+01, +4.93210570E+00, +9.59000000E+01, +7.00026800E-02, +5.00926470E-01
+4.50393040E+01, +4.93230150E+00, +9.60030000E+01, +7.00131500E-02, +5.00943490E-01
+4.50412620E+01, +4.93217100E+00, +9.58810000E+01, +7.00092300E-02, +5.00926470E-01
+4.50372150E+01, +4.93200120E+00, +9.58280000E+01, +6.99882800E-02, +5.00940870E-01
+4.50412620E+01, +4.93204040E+00, +9.58410000E+01, +6.99935200E-02, +5.00944800E-01
+4.50408700E+01, +4.93205340E+00, +9.57670000E+01, +6.99935200E-02, +5.00936950E-01
+4.50402170E+01, +4.93200120E+00, +9.58620000E+01, +6.99961400E-02, +5.00939560E-01
+4.50407390E+01, +4.93209260E+00, +9.59530000E+01, +7.00053000E-02, +5.00943490E-01
+4.50395650E+01, +4.93235380E+00, +9.59830000E+01, +7.00118400E-02, +5.00930400E-01
+4.50420450E+01, +4.93236680E+00, +9.60600000E+01, +6.99987500E-02, +5.00946110E-01
+4.50389120E+01, +4.93237990E+00, +9.60930000E+01, +7.00000600E-02, +5.00942180E-01
+4.50407390E+01, +4.93231460E+00, +9.60040000E+01, +7.00026800E-02, +5.00956580E-01
+4.50423060E+01, +4.93211870E+00, +9.59200000E+01, +7.00066100E-02, +5.00938260E-01
+4.50408700E+01, +4.93228850E+00, +9.59130000E+01, +6.99974400E-02, +5.00953960E-01
+4.50408700E+01, +4.93201430E+00, +9.58860000E+01, +7.00066100E-02, +5.00936950E-01
+4.50400870E+01, +4.93214480E+00, +9.59780000E+01, +7.00013700E-02, +5.00940870E-01
+4.50419140E+01, +4.93227540E+00, +9.59760000E+01, +7.00026800E-02, +5.00939560E-01
+4.50394340E+01, +4.93221010E+00, +9.60930000E+01, +7.00053000E-02, +5.00939560E-01
+4.50407390E+01, +4.93219710E+00, +9.61330000E+01, +6.99987500E-02, +5.00946110E-01
+4.50398260E+01, +4.93206650E+00, +9.60660000E+01, +7.00092300E-02, +5.00948730E-01
+4.50403480E+01, +4.93236680E+00, +9.60660000E+01, +7.00066100E-02, +5.00946110E-01
+4.50386510E+01, +4.93210570E+00, +9.59270000E+01, +7.00053000E-02, +5.00951340E-01
+4.50402170E+01, +4.93197510E+00, +9.58860000E+01, +7.00000600E-02, +5.00961820E-01
+4.50411310E+01, +4.93177920E+00, +9.57160000E+01, +6.99895900E-02, +5.00946110E-01
+4.50408700E+01, +4.93176610E+00, +9.58420000E+01, +6.99974400E-02, +5.00942180E-01
+4.50415230E+01, +4.93167470E+00, +9.58140000E+01, +6.99882800E-02, +5.00921240E-01
+4.50398260E+01, +4.93183140E+00, +9.58230000E+01, +6.99909000E-02, +5.00921240E-01
+4.50406090E+01, +4.93177920E+00, +9.57570000E+01, +6.99895900E-02, +5.00913390E-01
+4.50390430E+01, +4.93194900E+00, +9.58580000E+01, +7.00013700E-02, +5.00916000E-01
+4.50400870E+01, +4.93175310E+00, +9.58860000E+01, +6.99830500E-02, +5.00904220E-01
+4.50407390E+01, +4.93205340E+00, +9.58670000E+01, +6.99961400E-02, +5.00947420E-01
+4.50403480E+01, +4.93218400E+00, +9.59650000E+01, +6.99974400E-02, +5.00901610E-01
+4.50398260E+01, +4.93197510E+00, +9.60060000E+01, +6.99987500E-02, +5.00912080E-01
+4.50400870E+01, +4.93228850E+00, +9.60190000E+01, +7.00026800E-02, +5.00912080E-01
+4.50403480E+01, +4.93217100E+00, +9.59520000E+01, +6.99935200E-02, +5.00895060E-01
+4.50390430E+01, +4.93218400E+00, +9.59210000E+01, +7.00013700E-02, +5.00927780E-01
+4.50407390E+01, +4.93210570E+00, +9.59520000E+01, +6.99961400E-02, +5.00926470E-01
+4.50386510E+01, +4.93202730E+00, +9.59780000E+01, +7.00066100E-02, +5.00935640E-01
+4.50399560E+01, +4.93213180E+00, +9.60030000E+01, +6.99935200E-02, +5.00926470E-01
+4.50420450E+01, +4.93223620E+00, +9.60720000E+01, +7.00000600E-02, +5.00940870E-01
+4.50402170E+01, +4.93221010E+00, +9.61510000E+01, +7.00039900E-02, +5.00927780E-01
+4.50417840E+01, +4.93200120E+00, +9.60530000E+01, +6.99948300E-02, +5.00936950E-01
+4.50398260E+01, +4.93202730E+00, +9.60660000E+01, +6.99987500E-02, +5.00929090E-01
+4.50419140E+01, +4.93217100E+00, +9.60500000E+01, +6.99948300E-02, +5.00925170E-01
+4.50402170E+01, +4.93222320E+00, +9.60250000E+01, +7.00026800E-02, +5.00926470E-01
+4.50407390E+01, +4.93221010E+00, +9.60690000E+01, +6.99830500E-02, +5.00933020E-01
+4.50421750E+01, +4.93234070E+00, +9.60530000E+01, +7.00066100E-02, +5.00939560E-01
+4.50404780E+01, +4.93219710E+00, +9.61350000E+01, +7.00053000E-02, +5.00935640E-01
+4.50417840E+01, +4.93247130E+00, +9.62360000E+01, +7.00013700E-02, +5.00935640E-01
+4.50408700E+01, +4.93241910E+00, +9.62140000E+01, +7.00066100E-02, +5.00939560E-01
+4.50408700E+01, +4.93223620E+00, +9.62020000E+01, +6.99922100E-02, +5.00933020E-01
+4.50398260E+01, +4.93223620E+00, +9.62550000E+01, +6.99987500E-02, +5.00930400E-01
+4.50406090E+01, +4.93231460E+00, +9.62170000E+01, +7.00039900E-02, +5.00934330E-01
+4.50399560E+01, +4.93213180E+00, +9.61610000E+01, +7.00092300E-02, +5.00938260E-01
+4.50413920E+01, +4.93222320E+00, +9.61860000E+01, +6.99909000E-02, +5.00950040E-01
+4.50412620E+01, +4.93218400E+00, +9.61130000E+01, +6.99922100E-02, +5.00930400E-01
+4.50403480E+01, +4.93223620E+00, +9.61390000E+01, +6.99987500E-02, +5.00931710E-01
+4.50411310E+01, +4.93204040E+00, +9.61450000E+01, +6.99987500E-02, +5.00944800E-01
+4.50410010E+01, +4.93236680E+00, +9.61510000E+01, +7.00170800E-02, +5.00943490E-01
+4.50412620E+01, +4.93227540E+00, +9.62300000E+01, +7.00013700E-02, +5.00946110E-01
+4.50415230E+01, +4.93243210E+00, +9.61700000E+01, +7.00079200E-02, +5.00931710E-01
+4.50415230E+01, +4.93241910E+00, +9.60880000E+01, +7.00039900E-02, +5.00929090E-01
+4.50404780E+01, +4.93251050E+00, +9.61830000E+01, +7.00013700E-02, +5.00940870E-01
+4.50415230E+01, +4.93232760E+00, +9.60880000E+01, +6.99922100E-02, +5.00935640E-01
+4.50426970E+01, +4.93232760E+00, +9.60660000E+01, +6.99830500E-02, +5.00943490E-01
+4.50413920E+01, +4.93227540E+00, +9.60120000E+01, +6.99948300E-02, +5.00938260E-01
+4.50410010E+01, +4.93231460E+00, +9.59490000E+01, +6.99974400E-02, +5.00946110E-01
+4.50410010E+01, +4.93218400E+00, +9.59620000E+01, +6.99895900E-02, +5.00936950E-01
+4.50410010E+01, +4.93228850E+00, +9.60190000E+01, +7.00026800E-02, +5.00948730E-01
+4.50398260E+01, +4.93236680E+00, +9.59930000E+01, +6.99948300E-02, +5.00957890E-01
+4.50419140E+01, +4.93213180E+00, +9.59970000E+01, +6.99935200E-02, +5.00951340E-01
+4.50403480E+01, +4.93214480E+00, +9.59400000E+01, +6.99882800E-02, +5.00948730E-01
+4.50408700E+01, +4.93248430E+00, +9.60340000E+01, +6.99987500E-02, +5.00943490E-01
+4.50433500E+01, +4.93251050E+00, +9.61100000E+01, +7.00131500E-02, +5.00942180E-01
+4.50415230E+01, +4.93256270E+00, +9.61610000E+01, +7.00157700E-02, +5.00940870E-01
+4.50424360E+01, +4.93260190E+00, +9.61640000E+01, +7.00092300E-02, +5.00946110E-01
+4.50410010E+01, +4.93260190E+00, +9.61260000E+01, +7.00092300E-02, +5.00931710E-01
+4.50413920E+01, +4.93252350E+00, +9.61890000E+01, +7.00105300E-02, +5.00947420E-01
+4.50403480E+01, +4.93249740E+00, +9.61700000E+01, +7.00092300E-02, +5.00944800E-01
+4.50411310E+01, +4.93265410E+00, +9.60720000E+01, +6.99961400E-02, +5.00940870E-01
+4.50415230E+01, +4.93265410E+00, +9.61160000E+01, +7.00144600E-02, +5.00936950E-01
+4.50416530E+01, +4.93262800E+00, +9.60600000E+01, +7.00053000E-02, +5.00951340E-01
+4.50398260E+01, +4.93266720E+00, +9.62050000E+01, +7.00183900E-02, +5.00936950E-01
+4.50415230E+01, +4.93268020E+00, +9.61890000E+01, +7.00131500E-02, +5.00933020E-01
+4.50393040E+01, +4.93248430E+00, +9.61980000E+01, +7.00170800E-02, +5.00939560E-01
+4.50411310E+01, +4.93247130E+00, +9.61660000E+01, +7.00066100E-02, +5.00952650E-01
+4.50425670E+01, +4.93232760E+00, +9.60820000E+01, +6.99961400E-02, +5.00931710E-01
+4.50420450E+01, +4.93283690E+00, +9.61040000E+01, +7.00144600E-02, +5.00948730E-01
+4.50440030E+01, +4.93270630E+00, +9.61570000E+01, +7.00039900E-02, +5.00936950E-01
+4.50413920E+01, +4.93245820E+00, +9.62120000E+01, +7.00092300E-02, +5.00931710E-01
+4.50419140E+01, +4.93275860E+00, +9.62600000E+01, +7.00131500E-02, +5.00947420E-01
+4.50400870E+01, +4.93251050E+00, +9.62830000E+01, +7.00144600E-02, +5.00935640E-01
+4.50424360E+01, +4.93249740E+00, +9.62610000E+01, +7.00105300E-02, +5.00929090E-01
+4.50411310E+01, +4.93271940E+00, +9.63550000E+01, +7.00144600E-02, +5.00948730E-01
+4.50411310E+01, +4.93252350E+00, +9.61900000E+01, +7.00000600E-02, +5.00953960E-01
+4.50415230E+01, +4.93252350E+00, +9.62050000E+01, +7.00105300E-02, +5.00933020E-01
+4.50430890E+01, +4.93265410E+00, +9.62490000E+01, +7.00092300E-02, +5.00940870E-01
+4.50442640E+01, +4.93249740E+00, +9.62850000E+01, +7.00079200E-02, +5.00938260E-01
+4.50408700E+01, +4.93279770E+00, +9.62600000E+01, +7.00079200E-02, +5.00943490E-01
+4.50415230E+01, +4.93256270E+00, +9.62850000E+01, +7.00066100E-02, +5.00943490E-01
+4.50399560E+01, +4.93265410E+00, +9.62720000E+01, +7.00118400E-02, +5.00951340E-01
+4.50417840E+01, +4.93248430E+00, +9.63200000E+01, +6.99961400E-02, +5.00934330E-01
+4.50420450E+01, +4.93231460E+00, +9.62500000E+01, +7.00039900E-02, +5.00948730E-01
+4.50413920E+01, +4.93260190E+00, +9.62570000E+01, +7.00066100E-02, +5.00935640E-01
+4.50399560E+01, +4.93230150E+00, +9.62410000E+01, +7.00144600E-02, +5.00931710E-01
+4.50420450E+01, +4.93237990E+00, +9.62440000E+01, +7.00079200E-02, +5.00943490E-01
+4.50396950E+01, +4.93243210E+00, +9.61970000E+01, +7.00079200E-02, +5.00940870E-01
+4.50415230E+01, +4.93244520E+00, +9.62660000E+01, +7.00066100E-02, +5.00938260E-01
+4.50425670E+01, +4.93235380E+00, +9.62690000E+01, +7.00249300E-02, +5.00943490E-01
+4.50417840E+01, +4.93256270E+00, +9.63130000E+01, +7.00170800E-02, +5.00939560E-01
+4.50416530E+01, +4.93256270E+00, +9.63640000E+01, +7.00079200E-02, +5.00929090E-01
+4.50417840E+01, +4.93262800E+00, +9.62120000E+01, +7.00183900E-02, +5.00936950E-01
+4.50415230E+01, +4.93247130E+00, +9.62660000E+01, +7.00066100E-02, +5.00927780E-01
+4.50407390E+01, +4.93247130E+00, +9.62440000E+01, +7.00053000E-02, +5.00935640E-01
+4.50408700E+01, +4.93258880E+00, +9.62720000E+01, +7.00131500E-02, +5.00939560E-01
+4.50396950E+01, +4.93266720E+00, +9.61810000E+01, +6.99961400E-02, +5.00936950E-01
+4.50410010E+01, +4.93251050E+00, +9.61460000E+01, +7.00026800E-02, +5.00929090E-01
+4.50419140E+01, +4.93258880E+00, +9.61650000E+01, +6.99922100E-02, +5.00944800E-01
+4.50413920E+01, +4.93247130E+00, +9.61710000E+01, +7.00066100E-02, +5.00951340E-01
+4.50413920E+01, +4.93254960E+00, +9.61900000E+01, +7.00026800E-02, +5.00930400E-01
+4.50407390E+01, +4.93271940E+00, +9.62850000E+01, +7.00144600E-02, +5.00951340E-01
+4.50419140E+01, +4.93256270E+00, +9.62630000E+01, +7.00013700E-02, +5.00938260E-01
+4.50400870E+01, +4.93264100E+00, +9.62380000E+01, +7.00079200E-02, +5.00940870E-01
+4.50410010E+01, +4.93253660E+00, +9.61970000E+01, +7.00000600E-02, +5.00943490E-01
+4.50394340E+01, +4.93261490E+00, +9.62120000E+01, +7.00092300E-02, +5.00947420E-01
+4.50411310E+01, +4.93279770E+00, +9.61840000E+01, +7.00066100E-02, +5.00940870E-01
+4.50419140E+01, +4.93245820E+00, +9.61900000E+01, +7.00066100E-02, +5.00944800E-01
+4.50408700E+01, +4.93247130E+00, +9.62090000E+01, +7.00039900E-02, +5.00943490E-01
+4.50425670E+01, +4.93240600E+00, +9.60330000E+01, +7.00053000E-02, +5.00947420E-01
+4.50403480E+01, +4.93240600E+00, +9.60920000E+01, +7.00000600E-02, +5.00936950E-01
+4.50417840E+01, +4.93261490E+00, +9.61150000E+01, +7.00105300E-02, +5.00927780E-01
+4.50404780E+01, +4.93278470E+00, +9.61750000E+01, +7.00026800E-02, +5.00939560E-01
+4.50413920E+01, +4.93257580E+00, +9.62190000E+01, +7.00013700E-02, +5.00930400E-01
+4.50423060E+01, +4.93248430E+00, +9.61840000E+01, +7.00053000E-02, +5.00935640E-01
+4.50408700E+01, +4.93264100E+00, +9.62160000E+01, +7.00118400E-02, +5.00946110E-01
+4.50421750E+01, +4.93256270E+00, +9.61340000E+01, +6.99948300E-02, +5.00931710E-01
+4.50404780E+01, +4.93264100E+00, +9.61110000E+01, +7.00000600E-02, +5.00934330E-01
+4.50421750E+01, +4.93254960E+00, +9.61050000E+01, +7.00118400E-02, +5.00943490E-01
+4.50404780E+01, +4.93256270E+00, +9.60890000E+01, +7.00131500E-02, +5.00951340E-01
+4.50411310E+01, +4.93249740E+00, +9.60550000E+01, +7.00039900E-02, +5.00938260E-01
+4.50393040E+01, +4.93243210E+00, +9.59630000E+01, +7.00053000E-02, +5.00948730E-01
+4.50412620E+01, +4.93256270E+00, +9.60170000E+01, +6.99922100E-02, +5.00947420E-01
+4.50415230E+01, +4.93227540E+00, +9.60070000E+01, +6.99961400E-02, +5.00942180E-01
+4.50410010E+01, +4.93245820E+00, +9.60290000E+01, +7.00066100E-02, +5.00939560E-01
+4.50419140E+01, +4.93223620E+00, +9.61180000E+01, +7.00092300E-02, +5.00948730E-01
+4.50404780E+01, +4.93239290E+00, +9.61270000E+01, +6.99895900E-02, +5.00936950E-01
+4.50416530E+01, +4.93256270E+00, +9.61930000E+01, +7.00000600E-02, +5.00944800E-01
+4.50406090E+01, +4.93257580E+00, +9.60990000E+01, +7.00105300E-02, +5.00951340E-01
